 id  |                name                |  telephone  | discount | points | favourite_bar_id 
 394 | Караулин Потап Назарович          +| 79891356432 |     0.10 |    894 |                5
     |                                    |             |          |        | 
 109 | Митрохина Мирослава Анатолиевна   +| 79418438990 |     0.10 |   9323 |                6
     |                                    |             |          |        | 
 310 | Усова Злата Тимуровна             +| 79210055675 |     0.10 |   2017 |                7
     |                                    |             |          |        | 
 279 | Шипеева Любава Ипполитовна        +| 79183955447 |     0.10 |   8349 |                8
     |                                    |             |          |        | 
 406 | Шульга Фадей Владиславович        +| 79214998824 |     0.10 |   1461 |                9
     |                                    |             |          |        | 
 378 | Осминин Лука Родионович           +| 79040791600 |     0.10 |   8750 |               10
     |                                    |             |          |        | 
 466 | Караулова Альбина Федотовна       +| 79730923967 |     0.10 |   8398 |               10
     |                                    |             |          |        | 
 306 | Лыкова Лилия Виталиевна           +| 79014831496 |     0.10 |   4256 |               12
     |                                    |             |          |        | 
 391 | Дмитриева Нона Евгениевна         +| 79977362864 |     0.10 |   2116 |               14
     |                                    |             |          |        | 
 162 | Подкользин Ираклий Михеевич       +| 79578042688 |     0.10 |   5147 |               14
     |                                    |             |          |        | 
   8 | Кондакова Агафья Игоревна         +| 79193393819 |     0.10 |   1063 |               16
     |                                    |             |          |        | 
  61 | Сильвестрова Лидия Антониновна    +| 79631229078 |     0.10 |   8692 |               17
     |                                    |             |          |        | 
   9 | Шерешевский Василий Самсонович    +| 79720436448 |     0.10 |   2201 |               17
     |                                    |             |          |        | 
 142 | Демидов Сократ Ерофеевич          +| 79282163499 |     0.10 |   8828 |               17
     |                                    |             |          |        | 
 188 | Брюханова Галина Трофимовна       +| 79730060332 |     0.10 |   6675 |               19
     |                                    |             |          |        | 
 437 | Заседателев Кирилл Эмилевич       +| 79763840688 |     0.10 |    682 |               19
     |                                    |             |          |        | 
 360 | Углова Диана Потаповна            +| 79851559320 |     0.10 |    782 |               19
     |                                    |             |          |        | 
 407 | Хемлин Михаил Феоктистович        +| 79728532000 |     0.09 |   3243 |                2
     |                                    |             |          |        | 
  23 | Демидов Илья Ерофеевич            +| 79336122705 |     0.09 |    550 |                2
     |                                    |             |          |        | 
 212 | Шаляпин Мстислав Филиппович       +| 79102979102 |     0.09 |    659 |                4
     |                                    |             |          |        | 
 447 | Янович Вячеслав Севастьянович     +| 79458604944 |     0.09 |   8908 |                5
     |                                    |             |          |        | 
 452 | Оболенская Агафья Феликсовна      +| 79638296659 |     0.09 |   8272 |                6
     |                                    |             |          |        | 
 234 | Кондаков Ян Мечиславович          +| 79010257668 |     0.09 |   2372 |                8
     |                                    |             |          |        | 
 164 | Кортнева Таисия Святославовна     +| 79656495728 |     0.09 |   9310 |                8
     |                                    |             |          |        | 
 159 | Панин Максимильян Захарович       +| 79206786206 |     0.09 |   9299 |                9
     |                                    |             |          |        | 
  88 | Фомичева Яна Елисеевна            +| 79712714211 |     0.09 |    387 |                9
     |                                    |             |          |        | 
 424 | Буданов Петр Никанорович          +| 79861811857 |     0.09 |   6770 |               10
     |                                    |             |          |        | 
 434 | Сереброва Марина Несторовна       +| 79660550415 |     0.09 |   6477 |               11
     |                                    |             |          |        | 
 389 | Лютенкова Марфа Андрияновна       +| 79518475857 |     0.09 |   2732 |               14
     |                                    |             |          |        | 
 242 | Яблонский Клавдий Елизарович      +| 79657101306 |     0.09 |   8476 |               15
     |                                    |             |          |        | 
 445 | Церетели Любава Тимуровна         +| 79398467090 |     0.09 |   1322 |               15
     |                                    |             |          |        | 
 266 | Балдагуев Анатолий Демьянович     +| 79880986597 |     0.09 |    382 |               15
     |                                    |             |          |        | 
 172 | Подмазко Маргарита Якововна       +| 79013560136 |     0.09 |   8568 |               16
     |                                    |             |          |        | 
  91 | Купревича Рената Феликсовна       +| 79086763986 |     0.09 |   9138 |               16
     |                                    |             |          |        | 
  79 | Яробкин Назар Леонович            +| 79900053833 |     0.09 |   8958 |               17
     |                                    |             |          |        | 
 381 | Набоко Иннокентий Валерьянович    +| 79027390176 |     0.09 |   1380 |               18
     |                                    |             |          |        | 
 238 | Вергунов Андрон Проклович         +| 79851794613 |     0.09 |   8781 |               18
     |                                    |             |          |        | 
 459 | Янушкене Фадей Филимонович        +| 79833879582 |     0.09 |   3852 |               19
     |                                    |             |          |        | 
 380 | Кривов Артем Федосиевич           +| 79007659359 |     0.09 |   8739 |               20
     |                                    |             |          |        | 
 245 | Игнаткович Потап Иосифович        +| 79140927793 |     0.09 |   1204 |               20
     |                                    |             |          |        | 
 254 | Хабибуллин Ираклий Мартьянович    +| 79293056378 |     0.08 |   2197 |                1
     |                                    |             |          |        | 
 341 | Яковенко Денис Кондратович        +| 79377962967 |     0.08 |   1282 |                2
     |                                    |             |          |        | 
 417 | Чекин Вениамин Пахомович          +| 79203050434 |     0.08 |   2065 |                2
     |                                    |             |          |        | 
 235 | Шпак Владлен Егорович             +| 79941688975 |     0.08 |   4512 |                3
     |                                    |             |          |        | 
  35 | Полищука Оксана Емельяновна       +| 79695370051 |     0.08 |   7146 |                4
     |                                    |             |          |        | 
 486 | Куклачёв Кондрат Федорович        +| 79102115033 |     0.08 |   7638 |                4
     |                                    |             |          |        | 
 372 | Масмеха Мирослава Афанасиевна     +| 79977390663 |     0.08 |   5815 |                4
     |                                    |             |          |        | 
  62 | Чечин Парфен Чеславович           +| 79718218529 |     0.08 |   9808 |                5
     |                                    |             |          |        | 
 448 | Чечин Парфен Чеславович           +| 79476423882 |     0.08 |   7262 |                5
     |                                    |             |          |        | 
 350 | Жутова Инга Тимуровна             +| 79512863776 |     0.08 |   9475 |                7
     |                                    |             |          |        | 
  97 | Шереметьев Виктор Самсонович      +| 79556582431 |     0.08 |   3352 |                7
     |                                    |             |          |        | 
 231 | Машира Христина Казимировна       +| 79403976949 |     0.08 |   9005 |                8
     |                                    |             |          |        | 
 178 | Кабаидзе Елизар Владиславович     +| 79473909611 |     0.08 |   3640 |                9
     |                                    |             |          |        | 
 421 | Савин Парфен Олегович             +| 79407843182 |     0.08 |   2355 |               10
     |                                    |             |          |        | 
 313 | Яушев Иван Панкратиевич           +| 79004355770 |     0.08 |   2624 |               13
     |                                    |             |          |        | 
 363 | Можаев Борислав Андроникович      +| 79843986531 |     0.08 |   3920 |               14
     |                                    |             |          |        | 
  74 | Фролова Варвара Андрияновна       +| 79705657050 |     0.08 |    861 |               14
     |                                    |             |          |        | 
  69 | Брязгин Феофан Григориевич        +| 79635418731 |     0.08 |   9089 |               17
     |                                    |             |          |        | 
 479 | Гадолина Анна Василиевна          +| 79102899827 |     0.08 |   5817 |               18
     |                                    |             |          |        | 
  85 | Бармыкина Ефросиния Игоревна      +| 79154525424 |     0.08 |   6482 |               18
     |                                    |             |          |        | 
  89 | Ефимов Юлиан Анатолиевич          +| 79784176055 |     0.08 |   9450 |               18
     |                                    |             |          |        | 
 286 | Кокорин Юлий Потапович            +| 79296503193 |     0.07 |   6962 |                1
     |                                    |             |          |        | 
 431 | Бойков Александр Савелиевич       +| 79723013865 |     0.07 |    686 |                1
     |                                    |             |          |        | 
 104 | Таганцев Виталий Иосифович        +| 79073431216 |     0.07 |   6778 |                2
     |                                    |             |          |        | 
 126 | Тарновецкий Агафон Чеславович     +| 79393290939 |     0.07 |   3565 |                3
     |                                    |             |          |        | 
  14 | Яранцев Егор Эрнестович           +| 79191763738 |     0.07 |   2195 |                3
     |                                    |             |          |        | 
 355 | Уксюзова Жанна Николаевна         +| 79557200246 |     0.07 |   4032 |                4
     |                                    |             |          |        | 
 395 | Иканова Ариадна Андрияновна       +| 79067008255 |     0.07 |   8674 |                5
     |                                    |             |          |        | 
 294 | Ханипов Кондрат Матвеевич         +| 79847970891 |     0.07 |   4236 |                5
     |                                    |             |          |        | 
 439 | Печкина Ярослава Тимофеевна       +| 79592094009 |     0.07 |   3835 |                6
     |                                    |             |          |        | 
  80 | Золин Андрон Кондратович          +| 79897122978 |     0.07 |   4492 |                9
     |                                    |             |          |        | 
 295 | Гончарова Александра Казимировна  +| 79361189788 |     0.07 |   4059 |                9
     |                                    |             |          |        | 
 429 | Долженко Варвара Олеговна         +| 79303476822 |     0.07 |   5722 |               10
     |                                    |             |          |        | 
 344 | Косма Агния Олеговна              +| 79297594545 |     0.07 |    343 |               10
     |                                    |             |          |        | 
  34 | Комарова Эвелина Ростиславовна    +| 79282370436 |     0.07 |   4739 |               10
     |                                    |             |          |        | 
 428 | Аленин Станислав Агапович         +| 79825410402 |     0.07 |    541 |               10
     |                                    |             |          |        | 
 427 | Негуторова Агафья Станиславовна   +| 79290726562 |     0.07 |   7487 |               11
     |                                    |             |          |        | 
 351 | Пшеничникова Виктория Никитевна   +| 79745052399 |     0.07 |   2359 |               12
     |                                    |             |          |        | 
  57 | Шерешевский Василий Самсонович    +| 79830185082 |     0.07 |   5508 |               12
     |                                    |             |          |        | 
  48 | Ильина Роза Фомевна               +| 79151709624 |     0.07 |   5198 |               12
     |                                    |             |          |        | 
 258 | Яблоновский Вадим Агапович        +| 79505389693 |     0.07 |   2104 |               14
     |                                    |             |          |        | 
 244 | Морозова Мария Елисеевна          +| 79377975137 |     0.07 |   1599 |               14
     |                                    |             |          |        | 
 221 | Ягуткина Альбина Тимофеевна       +| 79353028770 |     0.07 |   3366 |               17
     |                                    |             |          |        | 
 198 | Ягунов Ким Архипович              +| 79701649201 |     0.07 |   1955 |               17
     |                                    |             |          |        | 
 144 | Бруевича Ираида Георгиевна        +| 79136666008 |     0.07 |   9834 |               18
     |                                    |             |          |        | 
 274 | Барсова Арина Евгениевна          +| 79661638262 |     0.07 |   2273 |               18
     |                                    |             |          |        | 
 472 | Степанов Константин Георгиевич    +| 79977415282 |     0.07 |   7472 |               20
     |                                    |             |          |        | 
 359 | Капица Прокл Яковович             +| 79744083312 |     0.07 |   8626 |               20
     |                                    |             |          |        | 
 495 | Сереброва Инга Семеновна          +| 79706625598 |     0.06 |   5297 |                3
     |                                    |             |          |        | 
 329 | Манин Сократ Натанович            +| 79376867152 |     0.06 |   5556 |                3
     |                                    |             |          |        | 
 143 | Ювелева Изольда Потаповна         +| 79973378503 |     0.06 |   9432 |                4
     |                                    |             |          |        | 
  44 | Трофимов Никанор Макарович        +| 79386826730 |     0.06 |    101 |                4
     |                                    |             |          |        | 
 158 | Яковиченко Всеслава Германовна    +| 79944543481 |     0.06 |   2051 |                4
     |                                    |             |          |        | 
 305 | Цуринов Порфирий Чеславович       +| 79192550608 |     0.06 |   4178 |                5
     |                                    |             |          |        | 
 318 | Рашет Мартын Фролович             +| 79414021928 |     0.06 |   4115 |                5
     |                                    |             |          |        | 
 227 | Епанчина Вероника Германовна      +| 79000725370 |     0.06 |   3397 |                5
     |                                    |             |          |        | 
 251 | Воскобойников Ярослав Артемиевич  +| 79473089499 |     0.06 |   9402 |                7
     |                                    |             |          |        | 
 166 | Лель Юлиан Епифанович             +| 79156801596 |     0.06 |   6430 |                7
     |                                    |             |          |        | 
 449 | Кольцова Влада Ростиславовна      +| 79491198718 |     0.06 |   6122 |                9
     |                                    |             |          |        | 
 326 | Сереброва Марина Несторовна       +| 79526440484 |     0.06 |   6191 |               10
     |                                    |             |          |        | 
 141 | Кайназаров Самуил Иосифович       +| 79860305332 |     0.06 |   6989 |               12
     |                                    |             |          |        | 
  39 | Ефремовича Владлена Родионовна    +| 79704252811 |     0.06 |   5866 |               13
     |                                    |             |          |        | 
 150 | Вышегородских Архип Прокофиевич   +| 79115612769 |     0.06 |   3169 |               15
     |                                    |             |          |        | 
 230 | Чернецкий Пимен Георгиевич        +| 79744316707 |     0.06 |   6477 |               17
     |                                    |             |          |        | 
  41 | Черномырдин Демьян Сигизмундович  +| 79506954648 |     0.06 |    331 |               17
     |                                    |             |          |        | 
 489 | Клименкова Инна Иларионовна       +| 79994174828 |     0.06 |   9001 |               17
     |                                    |             |          |        | 
 474 | Яскунов Тимофей Натанович         +| 79472705975 |     0.06 |   8438 |               18
     |                                    |             |          |        | 
 273 | Полунина Диана Романовна          +| 79918070770 |     0.06 |   9336 |               20
     |                                    |             |          |        | 
 226 | Тимофеева Ефросиния Мефодиевна    +| 79133401670 |     0.05 |    142 |                1
     |                                    |             |          |        | 
 214 | Плеханова Бронислава Несторовна   +| 79424443809 |     0.05 |   9281 |                1
     |                                    |             |          |        | 
 460 | Полунина Мария Всеволодовна       +| 79333165189 |     0.05 |   5168 |                2
     |                                    |             |          |        | 
  92 | Остапчук Мефодий Никонович        +| 79667642157 |     0.05 |   8101 |                2
     |                                    |             |          |        | 
 182 | Низова Алла Семеновна             +| 79682198630 |     0.05 |   8664 |                3
     |                                    |             |          |        | 
 120 | Ядрышников Фока Ипполитович       +| 79952705386 |     0.05 |    238 |                3
     |                                    |             |          |        | 
 211 | Колосова Дарья Филипповна         +| 79093873573 |     0.05 |   4598 |                5
     |                                    |             |          |        | 
 201 | Богатова Маргарита Яновна         +| 79106299498 |     0.05 |   1723 |                5
     |                                    |             |          |        | 
 213 | Абалышева Рената Данилевна        +| 79215609908 |     0.05 |   5684 |                5
     |                                    |             |          |        | 
 225 | Коротаева Галина Иосифовна        +| 79976991202 |     0.05 |   4791 |                5
     |                                    |             |          |        | 
 124 | Шаляпин Мстислав Филиппович       +| 79142376789 |     0.05 |   5798 |                6
     |                                    |             |          |        | 
  13 | Двойнев Измаил Касьянович         +| 79598144092 |     0.05 |   6986 |                8
     |                                    |             |          |        | 
 180 | Чумакова Светлана Родионовна      +| 79784295973 |     0.05 |   8909 |                9
     |                                    |             |          |        | 
  70 | Снаткина Диана Феликсовна         +| 79181339353 |     0.05 |   7944 |                9
     |                                    |             |          |        | 
  28 | Игошева Галина Виталиевна         +| 79290759389 |     0.05 |   5735 |                9
     |                                    |             |          |        | 
 444 | Танков Поликарп Глебович          +| 79511733102 |     0.05 |   6730 |               10
     |                                    |             |          |        | 
 379 | Сизый Галина Анатолиевна          +| 79893929151 |     0.05 |   3199 |               11
     |                                    |             |          |        | 
 393 | Аношкин Никифор Анатолиевич       +| 79033342541 |     0.05 |   8397 |               11
     |                                    |             |          |        | 
 123 | Сулимова Ираида Тимофеевна        +| 79257350182 |     0.05 |   5246 |               12
     |                                    |             |          |        | 
 410 | Гремпель Зиновий Кондратиевич     +| 79211007669 |     0.05 |   9250 |               12
     |                                    |             |          |        | 
 257 | Данильцина Алла Филипповна        +| 79155949927 |     0.05 |   1926 |               14
     |                                    |             |          |        | 
  11 | Ошуркова Эмилия Ираклиевна        +| 79058272081 |     0.05 |   4485 |               15
     |                                    |             |          |        | 
 319 | Ярлыков Вацлав Артемиевич         +| 79907919910 |     0.05 |   9805 |               17
     |                                    |             |          |        | 
 458 | Константинов Константин Алексеевич+| 79304679114 |     0.05 |   7321 |               18
     |                                    |             |          |        | 
  83 | Маслюка Ольга Данилевна           +| 79780471812 |     0.05 |   1607 |               20
     |                                    |             |          |        | 
 179 | Маланов Кузьма Наумович           +| 79540711744 |     0.04 |   3850 |                1
     |                                    |             |          |        | 
  47 | Пережогина Римма Данииловна       +| 79806982386 |     0.04 |    237 |                1
     |                                    |             |          |        | 
 192 | Кокорев Игнатий Никитевич         +| 79424078311 |     0.04 |   2617 |                1
     |                                    |             |          |        | 
 115 | Крюкова Ярослава Всеволодовна     +| 79287267234 |     0.04 |   6032 |                2
     |                                    |             |          |        | 
 475 | Безбородов Федот Филимонович      +| 79417843691 |     0.04 |   9670 |                2
     |                                    |             |          |        | 
 223 | Швецова Оксана Феликсовна         +| 79203341134 |     0.04 |   5761 |                2
     |                                    |             |          |        | 
 174 | Родикова Рада Святославовна       +| 79054577977 |     0.04 |   6928 |                2
     |                                    |             |          |        | 
 399 | Тимашева Полина Яновна            +| 79841929761 |     0.04 |   1001 |                2
     |                                    |             |          |        | 
 118 | Козарис Онуфрий Андреевич         +| 79212050992 |     0.04 |   1878 |                2
     |                                    |             |          |        | 
 480 | Барсов Владилен Ипполитович       +| 79048176091 |     0.04 |    537 |                4
     |                                    |             |          |        | 
  66 | Хованский Евгений Афанасиевич     +| 79531686080 |     0.04 |   3013 |                5
     |                                    |             |          |        | 
 322 | Шалаганова Александра Степановна  +| 79080876547 |     0.04 |   2704 |                6
     |                                    |             |          |        | 
  65 | Жевлаков Всеволод Несторович      +| 79346115666 |     0.04 |   5037 |                7
     |                                    |             |          |        | 
 491 | Прилуцкий Александр Аникитевич    +| 79503069374 |     0.04 |   1629 |                7
     |                                    |             |          |        | 
 293 | Голышева Алина Федоровна          +| 79324651018 |     0.04 |   7258 |                8
     |                                    |             |          |        | 
 194 | Ожегова Василиса Ростиславовна    +| 79485126251 |     0.04 |   5092 |                9
     |                                    |             |          |        | 
 352 | Володин Онуфрий Владимирович      +| 79892189925 |     0.04 |   5142 |                9
     |                                    |             |          |        | 
 206 | Полторак Мир Владиславович        +| 79215490869 |     0.04 |   8379 |                9
     |                                    |             |          |        | 
   6 | Садыкова Оксана Федоровна         +| 79170559480 |     0.04 |   2867 |                9
     |                                    |             |          |        | 
 288 | Типалова Ярослава Олеговна        +| 79977923947 |     0.04 |   2552 |                9
     |                                    |             |          |        | 
 405 | Можаева Анфиса Виталиевна         +| 79040298742 |     0.04 |   3995 |               10
     |                                    |             |          |        | 
 154 | Дюков Данила Арсениевич           +| 79320201719 |     0.04 |   3871 |               11
     |                                    |             |          |        | 
  27 | Якушкина Галина Леонидовна        +| 79960830936 |     0.04 |   8715 |               12
     |                                    |             |          |        | 
 432 | Сапогов Петр Натанович            +| 79740778009 |     0.04 |   6852 |               13
     |                                    |             |          |        | 
 357 | Шилов Вацлав Феоктистович         +| 79075472856 |     0.04 |   6858 |               13
     |                                    |             |          |        | 
 328 | Бузыцков Артем Юриевич            +| 79426978584 |     0.04 |   2090 |               14
     |                                    |             |          |        | 
 415 | Поветникова Ефросинья Геннадиевна +| 79033554699 |     0.04 |   3196 |               14
     |                                    |             |          |        | 
  15 | Ямова Пелагея Германовна          +| 79041366343 |     0.04 |   4911 |               14
     |                                    |             |          |        | 
 271 | Кривова Каролина Владиленовна     +| 79818216467 |     0.04 |   8834 |               15
     |                                    |             |          |        | 
 438 | Сьянова Ариадна Родионовна        +| 79083298197 |     0.04 |   1813 |               15
     |                                    |             |          |        | 
 149 | Кобонов Филипп Адрианович         +| 79530229780 |     0.04 |   5298 |               17
     |                                    |             |          |        | 
 127 | Трибой Влада Владленовна          +| 79258713312 |     0.04 |   5039 |               17
     |                                    |             |          |        | 
 169 | Чуканова Зинаида Антониновна      +| 79896782537 |     0.04 |   2524 |               18
     |                                    |             |          |        | 
 353 | Никашина Стела Казимировна        +| 79155774109 |     0.04 |    285 |               19
     |                                    |             |          |        | 
 324 | Носатенко Алла Петровна           +| 79424910097 |     0.04 |   7678 |               19
     |                                    |             |          |        | 
 129 | Родиков Вячеслав Андронович       +| 79076745037 |     0.04 |   9298 |               20
     |                                    |             |          |        | 
 136 | Абушаев Емельян Ростиславович     +| 79880333753 |     0.04 |   3469 |               20
     |                                    |             |          |        | 
 186 | Шелепин Тимофей Эмилевич          +| 79475952662 |     0.03 |   4837 |                2
     |                                    |             |          |        | 
   3 | Уголев Евдоким Адамович           +| 79722319450 |     0.03 |   5909 |                2
     |                                    |             |          |        | 
 156 | Тимошкина Эльвира Всеволодовна    +| 79064460113 |     0.03 |   1633 |                2
     |                                    |             |          |        | 
 282 | Пирогова Марфа Анатолиевна        +| 79064111169 |     0.03 |   8342 |                3
     |                                    |             |          |        | 
 196 | Яшенкин Тимофей Фролович          +| 79091895887 |     0.03 |   6363 |                5
     |                                    |             |          |        | 
 302 | Яушкина Анисья Игнатиевна         +| 79534851736 |     0.03 |    402 |                5
     |                                    |             |          |        | 
 436 | Качаева Эльвира Кузьмевна         +| 79715161287 |     0.03 |   4705 |                6
     |                                    |             |          |        | 
 453 | Яблонева Юлия Владленовна         +| 79020343914 |     0.03 |   9862 |                7
     |                                    |             |          |        | 
 181 | Стрельцова Екатерина Федоровна    +| 79975398377 |     0.03 |   5807 |                7
     |                                    |             |          |        | 
 409 | Киприянова Антонина Владленовна   +| 79368359285 |     0.03 |   6482 |                7
     |                                    |             |          |        | 
 497 | Скосырский Ростислав Никанорович  +| 79653207547 |     0.03 |   5775 |                8
     |                                    |             |          |        | 
 100 | Кахадзе Юлия Степановна           +| 79461749824 |     0.03 |   9805 |               10
     |                                    |             |          |        | 
 396 | Хрустицкий Прокл Тарасович        +| 79774208261 |     0.03 |   9208 |               10
     |                                    |             |          |        | 
 133 | Капитонов Михей Никитевич         +| 79160822120 |     0.03 |   5310 |               10
     |                                    |             |          |        | 
  25 | Низовский Евгений Ермолаевич      +| 79375734509 |     0.03 |   8542 |               10
     |                                    |             |          |        | 
 456 | Любов Игорь Саввевич              +| 79247736704 |     0.03 |   1161 |               10
     |                                    |             |          |        | 
  73 | Дюков Данила Арсениевич           +| 79154290943 |     0.03 |   4242 |               11
     |                                    |             |          |        | 
 291 | Шерешевский Василий Самсонович    +| 79615971022 |     0.03 |    962 |               11
     |                                    |             |          |        | 
 304 | Маюров Федот Титович              +| 79453257652 |     0.03 |   4399 |               11
     |                                    |             |          |        | 
 122 | Рашет Мартын Фролович             +| 79402008908 |     0.03 |   5807 |               11
     |                                    |             |          |        | 
 303 | Бандуркина Лада Ефимовна          +| 79225232003 |     0.03 |   2030 |               13
     |                                    |             |          |        | 
 283 | Чуканова Роза Юлиевна             +| 79354885476 |     0.03 |   6869 |               14
     |                                    |             |          |        | 
 473 | Занина Алиса Тимофеевна           +| 79293388357 |     0.03 |   9736 |               15
     |                                    |             |          |        | 
 132 | Зарубина Агния Федотовна          +| 79971914658 |     0.03 |   8948 |               15
     |                                    |             |          |        | 
 492 | Федотова Анастасия Юлиевна        +| 79356827195 |     0.03 |   7453 |               15
     |                                    |             |          |        | 
 348 | Печкина Ярослава Тимофеевна       +| 79863117869 |     0.03 |   8093 |               16
     |                                    |             |          |        | 
 496 | Адаксин Марк Фролович             +| 79745840751 |     0.03 |   7683 |               17
     |                                    |             |          |        | 
  45 | Менде Ангелина Ильевна            +| 79106942323 |     0.03 |   3780 |               18
     |                                    |             |          |        | 
  30 | Мороцкий Яков Тарасович           +| 79907563747 |     0.03 |   6327 |               18
     |                                    |             |          |        | 
 248 | Николюк Владилен Григориевич      +| 79011394049 |     0.03 |   7060 |               18
     |                                    |             |          |        | 
 342 | Ямова Пелагея Германовна          +| 79040020973 |     0.03 |   8406 |               19
     |                                    |             |          |        | 
 411 | Рогов Зиновий Еремеевич           +| 79101463153 |     0.02 |   9644 |                1
     |                                    |             |          |        | 
 232 | Яцкова Розалия Антониновна        +| 79592210284 |     0.02 |   9826 |                1
     |                                    |             |          |        | 
 176 | Арнаутов Агафон Богданович        +| 79135373121 |     0.02 |   3724 |                1
     |                                    |             |          |        | 
  43 | Ярова Виктория Геннадиевна        +| 79722246725 |     0.02 |   8771 |                3
     |                                    |             |          |        | 
  12 | Курдиков Валерьян Трофимович      +| 79787567658 |     0.02 |   5141 |                6
     |                                    |             |          |        | 
 327 | Веденеева Марина Ипполитовна      +| 79745461458 |     0.02 |   2949 |                6
     |                                    |             |          |        | 
 301 | Чайка Василий Евграфович          +| 79924397202 |     0.02 |   3042 |                7
     |                                    |             |          |        | 
 316 | Балаев Герасим Мартьянович        +| 79521089416 |     0.02 |   3160 |                9
     |                                    |             |          |        | 
 146 | Вергунов Андрон Проклович         +| 79277230784 |     0.02 |   7528 |                9
     |                                    |             |          |        | 
   4 | Достоевский Потап Михаилович      +| 79255809471 |     0.02 |   8960 |               10
     |                                    |             |          |        | 
 209 | Березовский Казимир Ираклиевич    +| 79615693066 |     0.02 |   3211 |               11
     |                                    |             |          |        | 
 267 | Ерастов Рюрик Онуфриевич          +| 79984457049 |     0.02 |   2137 |               11
     |                                    |             |          |        | 
 262 | Ёлшина Анна Серафимовна           +| 79576500752 |     0.02 |   5484 |               12
     |                                    |             |          |        | 
 308 | Хесман Мефодий Ипатиевич          +| 79935729182 |     0.02 |   8326 |               13
     |                                    |             |          |        | 
  49 | Ямщиков Александр Никонович       +| 79685890772 |     0.02 |   4909 |               14
     |                                    |             |          |        | 
 340 | Голышева Марина Игоревна          +| 79467500003 |     0.02 |   6843 |               14
     |                                    |             |          |        | 
 135 | Деревскова Кристина Юлиевна       +| 79366840910 |     0.02 |    317 |               16
     |                                    |             |          |        | 
 296 | Яблонский Клавдий Елизарович      +| 79512152988 |     0.02 |   9404 |               17
     |                                    |             |          |        | 
 246 | Путинцев Никифор Глебович         +| 79714170835 |     0.02 |   4060 |               19
     |                                    |             |          |        | 
 339 | Янышева Ангелина Олеговна         +| 79055901552 |     0.02 |   4188 |               20
     |                                    |             |          |        | 
 404 | Сычёв Михей Афанасиевич           +| 79476288263 |     0.01 |   8501 |                1
     |                                    |             |          |        | 
 117 | Шалупов Максим Ильевич            +| 79793713435 |     0.01 |    802 |                2
     |                                    |             |          |        | 
 441 | Бесфамильный Владилен Денисович   +| 79488536468 |     0.01 |   7153 |                2
     |                                    |             |          |        | 
 160 | Зубока Василиса Геннадиевна       +| 79340989005 |     0.01 |   1892 |                3
     |                                    |             |          |        | 
  21 | Бильбасова Тамара Федоровна       +| 79481193006 |     0.01 |   1273 |                4
     |                                    |             |          |        | 
 165 | Кольцова Влада Ростиславовна      +| 79563772971 |     0.01 |   3834 |                5
     |                                    |             |          |        | 
  87 | Мельникова Анисья Карповна        +| 79882565914 |     0.01 |   4991 |                5
     |                                    |             |          |        | 
 280 | Ясаманов Егор Сидорович           +| 79155406420 |     0.01 |   2439 |                6
     |                                    |             |          |        | 
 311 | Царицына Ираида Серафимовна       +| 79234604088 |     0.01 |   7330 |                6
     |                                    |             |          |        | 
 333 | Церетели Любава Тимуровна         +| 79486671147 |     0.01 |   1067 |                8
     |                                    |             |          |        | 
 426 | Николаева Алиса Романовна         +| 79418300525 |     0.01 |    875 |                9
     |                                    |             |          |        | 
 390 | Коршиков Василий Евгениевич       +| 79771189269 |     0.01 |   3453 |                9
     |                                    |             |          |        | 
 103 | Стеблева Любовь Данилевна         +| 79045187294 |     0.01 |   5705 |                9
     |                                    |             |          |        | 
 490 | Анрепа Элеонора Всеволодовна      +| 79886057472 |     0.01 |    867 |                9
     |                                    |             |          |        | 
 401 | Примаков Кир Саввевич             +| 79552553976 |     0.01 |   7213 |               10
     |                                    |             |          |        | 
 167 | Жаглина Инна Захаровна            +| 79831739203 |     0.01 |   2241 |               10
     |                                    |             |          |        | 
 433 | Завражин Зиновий Семенович        +| 79990733164 |     0.01 |   1628 |               10
     |                                    |             |          |        | 
 184 | Ипатьев Дмитрий Иннокентиевич     +| 79164581903 |     0.01 |   6317 |               11
     |                                    |             |          |        | 
 387 | Мичуева Марфа Фомевна             +| 79490366582 |     0.01 |    466 |               11
     |                                    |             |          |        | 
 253 | Глинина Дина Геннадиевна          +| 79053926310 |     0.01 |   5212 |               11
     |                                    |             |          |        | 
 177 | Натарова Ангелина Карповна        +| 79203264854 |     0.01 |    834 |               12
     |                                    |             |          |        | 
 101 | Абушаева Алина Тихоновна          +| 79212203783 |     0.01 |   5470 |               13
     |                                    |             |          |        | 
 220 | Вершинин Пимен Леонович           +| 79981984039 |     0.01 |   2751 |               13
     |                                    |             |          |        | 
 193 | Кулатова Лидия Леонидовна         +| 79998646819 |     0.01 |   8352 |               14
     |                                    |             |          |        | 
  52 | Поливанов Вениамин Ростиславович  +| 79031733664 |     0.01 |   7272 |               15
     |                                    |             |          |        | 
 347 | Головина Оксана Никитевна         +| 79261159981 |     0.01 |   9639 |               16
     |                                    |             |          |        | 
 450 | Цуринов Парфен Олегович           +| 79064423154 |     0.01 |   4901 |               18
     |                                    |             |          |        | 
 168 | Базарова Анисья Станиславовна     +| 79413384896 |     0.01 |   5910 |               18
     |                                    |             |          |        | 
